ProteinID,Gene,Length
NP_114097,CDH20,801
NP_114100,FTHL17,183
NP_114101,CACNG8,425
NP_114102,CACNG7,275
NP_114104,TEKT3,490
NP_114105,GORASP1,440
NP_114106,AGXT2,514
NP_114108,MRPS5,430
NP_114109,MRPL32,188
NP_114110,FRMD8,464
NP_114111,ARMC10,343
NP_114113,USP26,913
NP_114114,C1QTNF2,285
NP_114115,C1QTNF4,329
NP_114116,C1QTNF6,278
NP_114118,SYT15,421
NP_114119,ESYT3,886
NP_114121,SETDB2,719
NP_114122,ROPN1L,230
NP_114123,ANGPTL6,470
NP_114124,KLF16,252
NP_114127,ATAD3B,648
NP_114129,TAF3,929
NP_114130,RSPH3,560
NP_114141,HMCN1,5635
NP_114142,GPR61,451
NP_114144,BCO2,579
NP_114147,USHBP1,703
NP_114148,CDCA7,450
NP_114152,AGAP3,911
NP_114153,SLC25A2,301
NP_114154,PRSS27,290
NP_114155,TTLL2,592
NP_114156,FGFBP2,223
NP_114158,SPATA9,254
NP_114161,SPATA16,569
NP_114163,KRTAP1-5,174
NP_114164,KRTAP3-1,98
NP_114165,KRTAP3-2,98
NP_114167,KRTAP9-2,174
NP_114168,KRTAP9-3,159
NP_114169,KRTAP9-8,159
NP_114170,KRTAP17-1,105
NP_114171,HASPIN,798
NP_114172,CCNB1,433
NP_114174,NARF,502
NP_114401,TMEM245,879
NP_114402,NDRG3,375
NP_114403,MRPS24,167
NP_114404,RNF26,433
NP_114405,STARD3NL,234
NP_114407,SPRTN,489
NP_114408,HDAC10,669
NP_114409,FUCA2,467
NP_114412,RASSF4,321
NP_114414,EIF2A,585
NP_114416,TM2D1,207
NP_114417,TSSK1B,367
NP_114425,IFI27L2,130
NP_114426,TSSK6,273
NP_114427,SPNS1,528
NP_114428,FAM234A,552
NP_114429,CCDC8,538
NP_114430,NCALD,193
NP_114431,FAM172A,416
NP_114432,BRIP1,1249
NP_114433,REG4,158
NP_114434,KREMEN1,492
NP_114436,B3GNT5,378
NP_114437,EMILIN2,1053
NP_114477,PCDHGA8,932
NP_115285,SRSF8,282
NP_115479,L3MBTL1,840
NP_115484,SEMA6B,888
NP_115485,OTP,325
NP_115486,DMRTA2,542
NP_115492,KATNAL1,490
NP_115493,MND1,205
NP_115495,ADGRV1,6306
NP_115496,RBM48,367
NP_115497,MAGT1,367
NP_115498,DTNBP1,351
NP_115500,HDHD2,259
NP_115501,TMEM222,208
NP_115502,TEX35,233
NP_115503,FAM160A2,986
NP_115506,FAM186B,893
NP_115507,ARMC2,867
NP_115508,HORMAD1,394
NP_115510,QRICH2,1663
NP_115511,FSCB,825
NP_115512,TKTL2,626
NP_115513,C3orf20,904
NP_115514,KBTBD7,684
NP_115515,ANKRD27,1050
NP_115516,ENKD1,346
NP_115517,NSRP1,558
NP_115518,CEP192,2537
NP_115519,ZRANB3,1079
NP_115520,RAB6C,254
NP_115521,FBXO30,745
NP_115523,USP44,712
NP_115524,SLC41A2,573
NP_115525,C4orf17,359
NP_115527,PCBD2,130
NP_115528,PRAM1,670
NP_115536,DSEL,1212
NP_115540,ZNF394,561
NP_115543,SNX29,813
NP_115544,WDR75,830
NP_115545,ACAD11,780
NP_115550,TOMM40L,308
NP_115551,UTP15,518
NP_115553,PHAX,394
NP_115554,SLC7A6OS,309
NP_115557,EVA1A,152
NP_115558,ABRAXAS2,415
NP_115560,SYDE2,1194
NP_115565,ATP11A,1191
NP_115568,PPP1R1B,204
NP_115569,RNASEH2C,164
NP_115570,RPF2,306
NP_115575,ARID5B,1188
NP_115582,NLRC5,1866
NP_115583,C19orf44,657
NP_115584,ANTXR1,564
NP_115587,LOXL4,756
NP_115590,SLA2,261
NP_115593,ANKRD17,2603
NP_115597,CHD6,2715
NP_115598,MINDY4,757
NP_115599,PCNX3,2034
NP_115602,ZCCHC7,543
NP_115603,TMEM164,297
NP_115604,FAR1,515
NP_115605,SLITRK6,841
NP_115606,METTL25,603
NP_115607,CIAO2A,160
NP_115609,SETD3,594
NP_115612,USP48,1035
NP_115613,POMK,350
NP_115618,PLXNA1,1896
NP_115622,MEX3B,569
NP_115626,ANKRD20A1,823
NP_115627,CCDC88B,1476
NP_115632,TMEM117,514
NP_115633,ZMYND12,365
NP_115634,TBC1D3F,549
NP_115635,WDR24,790
NP_115639,IQCG,443
NP_115640,NBPF3,633
NP_115642,C2orf16,1984
NP_115644,ZNRF1,227
NP_115645,DRC7,874
NP_115646,LRRC8C,803
NP_115647,TRAF7,670
NP_115648,MAF1,256
NP_115649,TMEM126A,195
NP_115652,RHBDD1,315
NP_115655,ATP13A4,1196
NP_115656,ZCCHC9,271
NP_115659,ZDHHC18,388
NP_115662,MED10,135
NP_115663,RTL6,239
NP_115664,FYTTD1,318
NP_115665,PSD2,771
NP_115666,SLF1,1058
NP_115669,GARNL3,1013
NP_115674,SYT3,590
NP_115675,DCUN1D5,237
NP_115676,TCHP,498
NP_115677,FBXW9,458
NP_115678,PSMG3,122
NP_115679,HSDL2,418
NP_115681,POLR3GL,218
NP_115682,ALKBH7,221
NP_115683,C9orf64,341
NP_115685,CHCHD5,110
NP_115686,CARD19,183
NP_115688,YIPF4,244
NP_115689,NOA1,698
NP_115690,COQ5,327
NP_115691,SLC25A33,321
NP_115692,NICN1,213
NP_115693,DNAJC30,226
NP_115695,PRADC1,188
NP_115697,C2orf88,95
NP_115698,RNF135,432
NP_115699,TMEM79,394
NP_115700,NTPCR,190
NP_115701,EIF1AD,165
NP_115702,TMEM175,504
NP_115703,ZDHHC16,377
NP_115706,CAPNS2,248
NP_115707,EEF1AKMT4,255
NP_115708,WDR83,315
NP_115709,PRXL2A,229
NP_115710,UTP23,249
NP_115712,GINS4,223
NP_115714,LLPH,129
NP_115716,UQCC2,126
NP_115717,DDI2,399
NP_115718,PGAP4,403
NP_115720,NUDT22,303
NP_115721,PYM1,204
NP_115722,PDCD2L,358
NP_115725,NUDT16L1,211
NP_115726,C7orf50,194
NP_115727,MRPL45,306
NP_115728,BRMS1L,323
NP_115729,VPS25,176
NP_115730,TMEM107,146
NP_115731,MON1A,652
NP_115732,NAA38,173
NP_115733,CCDC115,180
NP_115734,CCDC77,488
NP_115735,CMSS1,279
NP_115736,ACBD6,282
NP_115737,THOC3,351
NP_115740,DNAJC14,702
NP_115743,ZBED3,234
NP_115745,HVCN1,273
NP_115749,PCGF5,256
NP_115751,AKT1S1,276
NP_115752,TMEM101,257
NP_115754,EEF1D,647
NP_115758,COG8,612
NP_115759,HPS3,1004
NP_115761,FAXDC2,333
NP_115763,WNK4,1243
NP_115765,ARFGAP2,521
NP_115766,NIFK,293
NP_115767,PRAC1,57
NP_115784,BAZ1B,1483
NP_115785,PINK1,581
NP_115786,HOOK3,718
NP_115787,ECRG4,148
NP_115788,CYSTM1,97
NP_115789,C15orf48,83
NP_115790,PROK1,105
NP_115791,CARD11,1154
NP_115793,SPANXD,97
NP_115796,PCDH1,1237
NP_115799,ZNF528,628
NP_115800,MSANTD4,345
NP_115803,MAML2,1156
NP_115804,FRMPD3,1810
NP_115805,LZTS2,669
NP_115806,BRSK1,778
NP_115809,ZNF333,665
NP_115810,ZNF512,567
NP_115811,MAP3K21,1036
NP_115812,CHAMP1,812
NP_115813,EFCAB7,629
NP_115814,L3MBTL3,780
NP_115815,PHYHIPL,376
NP_115818,NEURL4,1562
NP_115820,SLX4,1834
NP_115821,MEGF11,1044
NP_115822,MEGF10,1140
NP_115823,FBN3,2809
NP_115825,CC2D1B,858
NP_115826,MROH1,1641
NP_115827,SPIRE2,714
NP_115828,JPH4,628
NP_115829,ZNF527,609
NP_115830,STK19,368
NP_115834,PHF6,365
NP_115850,SPANXB1,103
NP_115861,PPIL3,165
NP_115865,MRPS6,125
NP_115866,MRPL41,137
NP_115867,MRPL38,380
NP_115868,MRPL36,103
NP_115871,DOT1L,1537
NP_115873,GHDC,530
NP_115875,DCTN5,182
NP_115876,ACTRT3,372
NP_115877,CNFN,112
NP_115878,ACRBP,543
NP_115879,GON7,100
NP_115881,JAGN1,183
NP_115883,ZC3H8,291
NP_115887,RHOXF2,288
NP_115890,ACSS1,689
NP_115892,MCHR2,340
NP_115894,KBTBD8,601
NP_115896,PGBD1,809
NP_115897,TMEM185A,350
NP_115898,MAK16,300
NP_115899,PARD6G,376
NP_115900,FAXC,409
NP_115904,BOK,212
NP_115906,LYZL1,148
NP_115909,GNPTG,305
NP_115910,PARD6B,372
NP_115913,KRTAP4-4,166
NP_115914,TUBB6,446
NP_115915,NT5C1A,368
NP_115916,ZGPAT,531
NP_115917,ST6GAL2,529
NP_115919,ZNF594,807
NP_115920,KIRREL3,778
NP_115921,FNDC1,1894
NP_115925,NTNG2,530
NP_115927,TTBK1,1321
NP_115928,SLITRK2,845
NP_115934,CFC1,223
NP_115935,TRIM54,400
NP_115940,KISS1R,398
NP_115941,DAB2IP,1132
NP_115942,GPR174,333
NP_115943,HCAR1,346
NP_115945,IL1F10,152
NP_115946,USP38,1042
NP_115947,MFSD14B,506
NP_115948,KIF2B,673
NP_115950,C22orf23,217
NP_115951,PLA2G12B,195
NP_115952,LCE3D,92
NP_115953,DGAT2,388
NP_115954,EBPL,206
NP_115955,SPINK7,85
NP_115956,SPZ1,430
NP_115958,GLYR1,553
NP_115960,ADGRE3,652
NP_115961,RNASE7,156
NP_115963,DPY30,99
NP_115964,GLIS2,524
NP_115967,MYPN,1320
NP_115968,RETNLB,111
NP_115970,FAM126A,521
NP_115971,USP32,1604
NP_115976,CARD6,1037
NP_115977,TRIM63,353
NP_115979,KDM2B,1336
NP_115981,ACCS,501
NP_115982,HINT2,163
NP_115983,INSM2,566
NP_115984,PPP1R9B,817
NP_115985,C9orf24,262
NP_115987,SPATA22,363
NP_115988,FAM71F1,344
NP_115989,CCDC54,328
NP_115990,MCEE,176
NP_115991,GJA10,543
NP_115992,LOXL3,753
NP_115993,ABHD1,405
NP_115996,CREB3L3,461
NP_115998,COX4I2,171
NP_116000,PTP4A3,173
NP_116012,MGARP,240
NP_116016,SSBP4,385
NP_116019,CINP,212
NP_116021,PAPOLA,745
NP_116023,PIGO,1089
NP_116024,TMEM147,224
NP_116027,GATA2,480
NP_116030,SPSB2,263
NP_116035,TTYH2,534
NP_116037,FAM167B,163
NP_116038,CNDP1,507
NP_116045,DHX37,1157
NP_116052,USP30,517
NP_116053,FUT10,479
NP_116062,PCGF1,259
NP_116068,ZNF577,485
NP_116070,TRIM51,452
NP_116072,MPV17L2,206
NP_116078,ZNF607,696
NP_116082,NAA11,229
NP_116090,KMT5C,462
NP_116098,PYROXD2,581
NP_116101,C19orf48,117
NP_116106,GPAT3,434
NP_116107,MFSD9,474
NP_116110,NFKBID,465
NP_116114,BUD13,619
NP_116115,PLCD4,762
NP_116116,INA,499
NP_116117,PLPP7,271
NP_116119,RTN4IP1,396
NP_116120,TXNDC17,123
NP_116124,BEST3,668
NP_116126,LMNB2,620
NP_116129,SFT2D3,215
NP_116136,ATP5MD,58
NP_116139,ABHD14B,210
NP_116141,ZNF496,587
NP_116145,HPDL,371
NP_116147,PHF5A,110
NP_116154,TRIM52,297
NP_116161,ZNF503,646
NP_116164,KLHL22,634
NP_116165,JMJD1C,2540
NP_116166,ADGRA2,1338
NP_116171,HAVCR2,301
NP_116172,CBR4,237
NP_116173,RSPO3,272
NP_116175,ZC3H10,434
NP_116176,ADGRG7,797
NP_116179,ORAI1,301
NP_116181,ZBTB45,511
NP_116184,RPUSD4,377
NP_116185,SYAP1,352
NP_116186,AIFM2,373
NP_116189,C1orf198,327
NP_116190,JAM3,310
NP_116191,SPPL2A,520
NP_116192,SLC7A3,619
NP_116193,ADO,270
NP_116194,ZSCAN10,780
NP_116195,POMGNT2,580
NP_116196,FBH1,1094
NP_116197,LINGO1,620
NP_116198,MIGA2,657
NP_116199,ATAD1,361
NP_116200,TBRG1,411
NP_116201,PLXDC2,529
NP_116204,NFATC2IP,419
NP_116205,CEP89,783
NP_116207,ARHGEF39,335
NP_116213,TMEM87B,555
NP_116214,ZNF382,550
NP_116215,SLC35B4,331
NP_116216,ATOH8,321
NP_116217,ZNF587,575
NP_116218,FAM222A,452
NP_116219,UTP4,686
NP_116220,ORAI2,254
NP_116221,LRP11,500
NP_116222,PPP1R15B,713
NP_116223,ALG10,473
NP_116225,FIZ1,496
NP_116228,SLC49A4,478
NP_116229,SPRYD3,442
NP_116231,TMEM209,561
NP_116232,FIBCD1,461
NP_116235,RAB2B,216
NP_116236,C8orf76,380
NP_116238,MEDAG,303
NP_116241,ATG4C,458
NP_116243,CORO6,472
NP_116244,HSH2D,352
NP_116245,WDR73,378
NP_116246,LACTB,547
NP_116247,MAEL,434
NP_116248,ABHD13,337
NP_116249,LTV1,475
NP_116250,SERAC1,654
NP_116251,TIGD5,642
NP_116253,PRPF38A,312
NP_116254,TNS4,715
NP_116255,CGNL1,1302
NP_116256,MICALCL,695
NP_116258,NUDCD1,583
NP_116260,RELT,430
NP_116262,UBASH3B,649
NP_116265,AJUBA,538
NP_116267,ALKBH6,266
NP_116269,IGSF21,467
NP_116270,LSM10,123
NP_116271,PNMA6A,399
NP_116274,ATG4D,474
NP_116277,COL27A1,1860
NP_116279,DISP1,1524
NP_116281,FRMD5,570
NP_116287,CEP19,163
NP_116288,FAM83A,434
NP_116289,ARHGAP19,494
NP_116290,COX14,57
NP_116291,PPP1R16A,528
NP_116294,RBM17,401
NP_116295,PYURF,114
NP_116307,RERG,199
NP_116315,TCEAL3,200
NP_116317,TMEM141,108
NP_116319,CFAP300,267
NP_116321,RAB11FIP4,637
NP_116322,TMEM241,296
NP_116324,MT4,62
NP_116325,TMEM60,133
NP_116558,POLR2C,275
NP_116564,NXF5,365
NP_116565,SMIM3,60
NP_116569,MLXIPL,852
NP_116581,POLR2J2,115
NP_116584,MAPKAPK2,400
NP_116586,PCDH10,1040
NP_116738,CCL14,109
NP_116741,CCL15,113
NP_116750,PCDH11X,1347
NP_116752,SEC22C,303
NP_116755,PCDH11Y,1340
NP_116759,CASP10,522
NP_116764,CASP2,452
NP_127492,GTF2I,998
NP_127497,NLRP1,1473
NP_127501,PCBP4,403
NP_148977,TRIM4,500
NP_149014,SYDE1,735
NP_149015,PCLO,5142
NP_149017,BBS4,519
NP_149020,CCNB3,1395
NP_149021,KRTAP2-2,123
NP_149022,KRT82,513
NP_149023,TRIM5,493
NP_149024,TSLP,159
NP_149025,GAL3ST3,431
NP_149032,CGB5,165
NP_149034,KRT84,600
NP_149037,CPXCR1,301
NP_149038,MUC13,512
NP_149039,SUCNR1,334
NP_149040,SLC46A2,475
NP_149042,DMRTC1,192
NP_149043,MYO1G,1018
NP_149044,MFSD14A,490
NP_149046,OR2B2,357
NP_149048,KRTAP4-11,195
NP_149049,KRTAP4-1,127
NP_149050,KRTAP4-7,155
NP_149051,KRTAP4-2,136
NP_149052,MAP6,813
NP_149053,ATCAY,371
NP_149055,MPP4,637
NP_149056,DMRTB1,342
NP_149059,ACP4,426
NP_149061,HDHD5,423
NP_149072,DIDO1,2240
NP_149073,SARNP,210
NP_149074,EAF1,268
NP_149075,FANCD2,1471
NP_149076,FATE1,183
NP_149077,FGD3,725
NP_149078,ALG2,416
NP_149079,STRIP1,837
NP_149080,ZCCHC3,403
NP_149091,CDHR1,859
NP_149093,SLC45A3,553
NP_149094,RHPN2,686
NP_149096,DNAJC5B,199
NP_149097,GALP,116
NP_149098,GTPBP10,387
NP_149099,HSFY1,401
NP_149100,PNPT1,783
NP_149101,GGACT,153
NP_149103,RRP36,259
NP_149104,ZNF628,1059
NP_149105,ZCRB1,217
NP_149108,RBM18,190
NP_149109,MYLK2,596
NP_149110,NKD1,470
NP_149111,NKD2,451
NP_149112,ANKRD13A,590
NP_149113,CABS1,395
NP_149114,PLCZ1,608
NP_149115,CCDC65,484
NP_149116,SLC22A16,577
NP_149117,PSKH2,385
NP_149118,SEC16B,1060
NP_149120,SCRT2,307
NP_149121,SIGLEC10,697
NP_149122,WNT3A,352
NP_149123,ZIC5,663
NP_149124,CNP,421
NP_149129,CALD1,793
NP_149132,MAP3K9,1118
NP_149133,CGB7,165
NP_149349,HYAL1,435
NP_149350,ZNF658,1059
NP_149351,SURF4,269
NP_149353,FGF8,244
NP_149362,B3GALT5,314
NP_149416,NKX2-4,354
NP_149417,GPANK1,356
NP_149419,OR51B4,310
NP_149420,OR51B2,312
NP_149439,CGB8,165
NP_149440,KRTAP2-4,128
NP_149441,KRTAP3-3,98
NP_149443,KRTAP4-3,195
NP_149445,KRTAP4-5,181
NP_149461,KRTAP9-4,154
NP_149971,HSPB9,159
NP_149972,LDHAL6B,381
NP_149973,ZNF682,498
NP_149974,BPIFB1,484
NP_149975,PIGS,555
NP_149976,UCN2,112
NP_149977,LMF2,707
NP_149978,BMERB1,204
NP_149981,ZNF101,436
NP_149984,OPALIN,141
NP_149985,TIGD7,549
NP_149987,ZNF502,544
NP_149988,C5orf30,206
NP_149989,CCDC102A,550
NP_149990,ZNF670,389
NP_149991,GK2,553
NP_149992,PPP1R3F,799
NP_150091,PSIP1,530
NP_150092,GABRG3,467
NP_150093,PURB,312
NP_150094,CSMD1,3564
NP_150229,ABCC12,1359
NP_150232,TRIM15,465
NP_150241,PML,882
NP_150281,PPP1R14A,147
NP_150282,DGCR6L,220
NP_150283,GNG8,70
NP_150284,CAMK2N2,79
NP_150285,FOXQ1,403
NP_150286,IDI2,227
NP_150296,ERN2,926
NP_150366,IRX2,471
NP_150374,BTBD6,485
NP_150375,KCNH7,1196
NP_150376,ZNF479,524
NP_150377,ADAM19,918
NP_150592,ATP23,246
NP_150593,LACRT,138
NP_150596,SEC11C,192
NP_150597,MRPS36,103
NP_150600,TBL1Y,522
NP_150601,TP53INP1,240
NP_150628,KNSTRN,316
NP_150630,ZNF160,818
NP_150634,CASP1,404
NP_150638,MRFAP1,127
NP_150646,ADRA1A,475
NP_150648,VPS13A,3174
NP_171608,B3GNT9,402
NP_201567,KCNK4,393
NP_201569,CDC14A,623
NP_201572,RASL10B,203
NP_201574,DMKN,476
NP_201575,SMDT1,107
NP_201585,CAPZA3,299
NP_201588,CDC14B,498
NP_201591,NR6A1,480
NP_203129,LHX4,390
NP_203131,RGS8,198
NP_203133,KCNK7,307
NP_203524,KRAS,189
NP_203528,MAATS1,767
NP_203695,CGB1,155
NP_203696,CGB2,163
NP_203699,COL4A5,1691
NP_203744,MICALL1,863
NP_203745,FAM78A,283
NP_203746,ATG16L2,619
NP_203748,ZC3H12C,883
NP_203751,FHDC1,1143
NP_203752,TANC1,1861
NP_203753,CEP295,2601
NP_203754,TNKS1BP1,1729
NP_203755,ITPRIP,547
NP_207646,ZFHX2,2572
NP_207837,CNTNAP4,1308
NP_208325,LRRCC1,1032
NP_208382,DCLK3,648
NP_212133,TMEM205,189
NP_212134,SLC52A3,469
NP_219363,ZNF764,408
NP_219479,RWDD2A,292
NP_219480,SLC25A51,297
NP_219481,LRRC46,321
NP_219482,ZNF622,477
NP_219485,HAUS8,410
NP_219486,METTL18,372
NP_219487,PGAP3,320
NP_219489,SNX21,373
NP_219491,GZMH,246
NP_219494,CIPC,399
NP_219499,CTTNBP2,1663
NP_219501,CALML4,196
NP_254273,SLAMF9,289
NP_254274,IL33,270
NP_254275,CELA2A,269
NP_254280,H2AW,130
NP_258257,MVB12B,319
NP_258259,KRT71,523
NP_258260,FCHSD1,690
NP_258411,TRIM47,638
NP_258412,ITPA,194
NP_258428,MMEL1,779
NP_258429,ZNF257,563
NP_258443,POM121L2,1035
NP_277038,BMF,184
NP_277040,SELENOI,397
NP_277042,GCK,466
NP_277045,DISP2,1401
NP_277047,TSPYL5,417
NP_277048,TPGS1,290
NP_277049,LIMS3,117
NP_277050,ARHGAP18,663
NP_277051,TPD52L3,140
NP_277053,SLC38A5,472
NP_277055,C19orf33,106
NP_284941,MFN1,741
NP_291020,SYS1,156
NP_291022,RCCD1,376
NP_291024,MYL12B,172
NP_291025,INTS4,963
NP_291027,TRIM41,630
NP_291028,TP53RK,253
NP_291029,LARP1,1096
NP_291031,GUCA2A,115
NP_291032,HLA-DPA1,260
NP_296373,FBXO21,628
NP_338599,TREX1,314
NP_361012,SCAND1,242
NP_361013,LUZP1,1076
NP_361014,FBXW7,707
NP_378663,BTRC,605
NP_387467,HELB,1087
NP_387504,CNTNAP3,1288
NP_391988,ITGB1,801
NP_434700,CARD9,536
NP_439896,SLC18B1,456
NP_443070,SEPTIN1,372
NP_443071,PANX2,677
NP_443072,CELF6,481
NP_443073,TSSK3,268
NP_443076,WDR34,536
NP_443077,MMAB,250
NP_443078,EMILIN3,766
NP_443079,GNG7,68
NP_443080,CCDC97,343
NP_443082,GADD45GIP1,222
NP_443084,ZNF486,463
NP_443085,ADCK2,626
NP_443086,CREB3L1,519
NP_443087,ANKRD40,368
NP_443089,ZNF830,372
NP_443091,RFT1,541
NP_443094,RCSD1,416
NP_443095,SCGB3A1,104
NP_443096,TIFA,184
NP_443100,IGSF8,613
NP_443102,SNX18,628
NP_443104,IL17F,163
NP_443105,IFT43,213
NP_443106,STX1B,288
NP_443107,VPS26B,336
NP_443108,NACC1,527
NP_443109,MED8,301
NP_443112,PIK3IP1,263
NP_443114,ZIM3,472
NP_443115,TXNRD3,643
NP_443116,SIGLEC11,698
NP_443117,SLC2A13,648
NP_443118,MAL2,176
NP_443120,LRRC37B,947
NP_443123,PGLYRP3,341
NP_443125,BTBD9,612
NP_443129,MBD6,1003
NP_443130,XKR4,650
NP_443131,GPRIN1,1008
NP_443134,STK11IP,1088
NP_443136,KLHL32,620
NP_443137,FMNL2,1092
NP_443138,ELFN2,820
NP_443141,PLEKHG4B,1627
NP_443142,SLITRK1,696
NP_443143,ESCO1,840
NP_443145,TMEM200A,491
NP_443148,RNF157,679
NP_443152,KLHL29,875
NP_443155,ZBED9,1325
NP_443156,RHPN1,670
NP_443157,LENG8,800
NP_443158,PNMA5,448
NP_443160,SMYD4,804
NP_443161,FHAD1,1412
NP_443164,TMEM123,208
NP_443165,TSGA13,275
NP_443167,NT5C3B,300
NP_443168,ATG4A,398
NP_443169,PCMTD1,357
NP_443170,FCRL1,429
NP_443172,LRRC42,428
NP_443173,GBP4,640
NP_443174,GBP5,586
NP_443175,TENT5B,425
NP_443176,SLC5A11,675
NP_443177,TNFRSF13C,184
NP_443179,ALPK2,2170
NP_443182,WDFY2,400
NP_443183,DNTTIP1,329
NP_443185,LRRC3B,259
NP_443187,TGM7,710
NP_443188,ACSM1,577
NP_443189,GCNA,691
NP_443190,C8orf34,538
NP_443191,PANX3,392
NP_443192,RBP7,134
NP_443193,SLC26A8,970
NP_443194,IL22RA2,263
NP_443195,TOP1MT,601
NP_443196,CLNK,428
NP_443198,NIBAN1,928
NP_443199,MAS1L,378
NP_443200,APOA5,366
NP_443201,RPL39L,51
NP_443202,HSPA12B,686
NP_443203,LEAP2,77
NP_443204,LRG1,347
NP_443711,IFT122,1292
NP_443714,CDK10,360
NP_443723,ANKRD30A,1341
NP_443725,CMTM1,286
NP_443728,MED12L,2145
NP_443729,SIGLEC12,595
NP_443730,GNB1L,327
NP_443732,TSSK2,358
NP_443750,ART5,291
NP_444251,ZFP91,570
NP_444253,MYLK,1914
NP_444267,UGT2B28,529
NP_444269,COMMD7,200
NP_444270,ZNF518B,1074
NP_444271,RBM33,1170
NP_444272,HTRA3,453
NP_444273,TMEM203,136
NP_444274,EGLN2,407
NP_444277,UCN3,161
NP_444278,MRPL53,112
NP_444280,SNAP47,464
NP_444281,TADA1,335
NP_444282,CATSPER1,780
NP_444283,THEM4,240
NP_444284,CCND1,295
NP_444292,GNG2,71
NP_444504,GLMN,594
NP_444506,VIT,693
NP_444508,TAAR8,342
NP_444509,FAM167A,214
NP_444510,ODF3,254
NP_444511,DACH2,599
NP_444512,SH2D1B,132
NP_444514,WFIKKN1,548
NP_444515,TEKT1,418
NP_463459,MGAT4B,563
NP_473357,SRSF10,262
NP_473362,GPR101,508
NP_473364,SCGB3A2,93
NP_473368,ANKH,492
NP_473369,SLC35G5,338
NP_473371,MRGPRX2,330
NP_473372,MRGPRX3,322
NP_473373,MRGPRX4,322
NP_473445,OR6C3,311
NP_473446,OR6C2,312
NP_473447,OR5AC2,309
NP_473448,OR1J2,313
NP_473449,PLAAT5,279
NP_473451,GALNT15,639
NP_473452,IP6K3,410
NP_473453,DEFB118,123
NP_473454,CIB3,187
NP_473455,TAGAP,731
NP_476429,KRT3,628
NP_476431,ARTN,228
NP_476434,CRYBA2,197
NP_476502,KLHDC3,382
NP_476503,KLHL4,720
NP_476509,WNT16,365
NP_476510,GIT2,759
NP_476515,PEX16,346
NP_476516,NAA15,866
NP_476517,BSND,320
NP_476527,TWIST2,160
NP_477097,CCNE2,404
NP_477352,PI4KA,2102
NP_477511,TSR2,191
NP_477513,MOGAT1,335
NP_477517,BORCS5,196
NP_477521,MUCL1,90
NP_478059,PSAT1,370
NP_478060,C21orf58,322
NP_478061,YBEY,167
NP_478062,SMIM11A,58
NP_478066,FAM3B,235
NP_478067,EVA1C,441
NP_478070,FAM207A,230
NP_478108,SPAG11B,133
NP_478123,RAD51C,376
NP_478126,EXOSC6,272
NP_478129,TECTB,329
NP_478136,FBXO32,355
NP_478137,ZNF354B,612
NP_478144,PPP4R4,873
NP_478679,WNT7B,349
NP_490595,CCNT2,730
NP_490597,BRD4,1362
NP_490647,DNAJB6,326
NP_510882,TM2D2,214
NP_510883,TM2D3,247
NP_510966,ADGRE5,835
NP_510968,SLC36A1,476
NP_523353,MSL3,521
NP_524144,MYL1,194
NP_524558,SCAMP4,229
NP_525021,ABCA10,1543
NP_525022,ABCA9,1624
NP_525023,ABCA6,1617
NP_525124,CPA5,436
NP_525125,TUBA3D,450
NP_525126,CLEC4D,215
NP_525127,S100A16,103
NP_525128,DEFB104A,72
NP_525129,TCEAL2,227
NP_536316,PTP4A2,167
NP_536349,SP110,713
NP_536350,GNAS,1037
NP_536354,AQP10,301
NP_536355,SELENOM,145
NP_536356,ACTRT2,377
NP_536721,GATA5,397
NP_536723,SERPINB11,392
NP_536724,PIGU,435
NP_536737,SDCBP2,292
NP_536739,GAB2,676
NP_536856,SLC44A1,657
NP_536859,PTPN6,624
NP_542119,SLC32A1,525
NP_542141,BPIFA2,249
NP_542160,H2BC12,126
NP_542163,H2AC12,128
NP_542164,OSBPL1A,950
NP_542170,ZSWIM1,485
NP_542172,B3GALT6,329
NP_542173,BHLHE23,241
NP_542174,VSTM2L,204
NP_542175,SPATA25,227
NP_542177,CST9L,147
NP_542181,WFDC3,231
NP_542184,CBLN4,201
NP_542188,SAMD10,202
NP_542189,ABHD16B,469
NP_542193,BRI3BP,251
NP_542194,SOGA1,1661
NP_542195,TLDC2,215
NP_542196,COL11A1,1818
NP_542199,UPF3B,483
NP_542378,TBX1,495
NP_542381,DPH6,267
NP_542382,MED30,178
NP_542383,TMEM41A,264
NP_542386,MSANTD3,275
NP_542387,CDKN2AIPNL,116
NP_542388,RSAD2,361
NP_542389,ACY3,319
NP_542390,C11orf52,123
NP_542391,ZC3HAV1L,300
NP_542392,GLYATL1,333
NP_542393,PEX11G,241
NP_542395,DTD2,168
NP_542397,WDR89,387
NP_542399,CDCA5,252
NP_542400,SLC46A1,459
NP_542401,SLC35A4,324
NP_542402,KCNE4,221
NP_542403,PHACTR3,559
NP_542406,SUN5,379
NP_542408,DYNLL2,89
NP_542409,UBE2F,185
NP_542411,COL11A2,1736
NP_542416,PTPN13,2490
NP_542432,TREX2,236
NP_542451,H2AB3,115
NP_542452,OCSTAMP,566
NP_542454,NRSN1,195
NP_542763,SRXN1,137
NP_542777,C20orf141,165
NP_542778,ZNF280A,542
NP_542780,B3GAT2,323
NP_542781,SRSF12,261
NP_542782,SSC4D,575
NP_542784,RPL10L,214
NP_542785,KRT72,511
