Gene,Transcript,Prot_length
SLAMF6,NM_001184714,332
SLAMF7,NM_021181,335
SLAMF8,NM_020125,285
SLAMF9,NM_033438,289
SLBP,NM_006527,270
SLC10A1,NM_003049,349
SLC10A2,NM_000452,348
SLC10A3,NM_001142392,477
SLC10A4,NM_152679,437
SLC10A5,NM_001010893,438
SLC10A6,NM_197965,377
SLC10A7,NM_001300842,358
SLC11A1,NM_000578,550
SLC11A2,NM_001174125,590
SLC12A1,NM_000338,1099
SLC12A2,NM_001046,1212
SLC12A3,NM_000339,1030
SLC12A4,NM_001145962,1087
SLC12A5,NM_001134771,1139
SLC12A6,NM_133647,1150
SLC12A7,NM_006598,1083
SLC12A8,NM_001195483,714
SLC12A9,NM_020246,914
SLC13A1,NM_022444,595
SLC13A2,NM_001145975,641
SLC13A3,NM_022829,602
SLC13A4,NM_001318192,627
SLC13A5,NM_177550,568
SLC14A1,NM_001128588,445
SLC14A2,NM_001242692,920
SLC15A1,NM_005073,708
SLC15A2,NM_021082,729
SLC15A3,NM_016582,581
SLC15A4,NM_145648,577
SLC15A5,NM_001170798,579
SLC16A1,NM_001166496,500
SLC16A10,NM_018593,515
SLC16A11,NM_153357,447
SLC16A12,NM_213606,516
SLC16A13,NM_201566,426
SLC16A14,NM_152527,510
SLC16A2,NM_006517,539
SLC16A3,NM_001042422,465
SLC16A4,NM_004696,487
SLC16A5,NM_001271765,505
SLC16A6,NM_001174166,523
SLC16A7,NM_001270622,478
SLC16A8,NM_013356,504
SLC16A9,NM_001323981,509
SLC17A1,NM_005074,467
SLC17A2,NM_001286123,478
SLC17A3,NM_001098486,498
SLC17A4,NM_005495,497
SLC17A5,NM_012434,495
SLC17A6,NM_020346,582
SLC17A7,NM_020309,560
SLC17A8,NM_139319,589
SLC17A9,NM_022082,436
SLC18A1,NM_001135691,525
SLC18A2,NM_003054,514
SLC18A3,NM_003055,532
SLC18B1,NM_052831,456
SLC19A1,NM_194255,591
SLC19A2,NM_006996,497
SLC19A3,NM_025243,496
SLC1A1,NM_004170,524
SLC1A2,NM_004171,574
SLC1A3,NM_004172,542
SLC1A4,NM_003038,532
SLC1A5,NM_005628,541
SLC1A6,NM_005071,564
SLC1A7,NM_001287595,619
SLC20A1,NM_005415,679
SLC20A2,NM_001257180,652
SLC22A1,NM_003057,554
SLC22A10,NM_001039752,541
SLC22A11,NM_018484,550
SLC22A12,NM_144585,553
SLC22A13,NM_004256,551
SLC22A14,NM_001320033,594
SLC22A15,NM_018420,547
SLC22A16,NM_033125,577
SLC22A17,NM_020372,538
SLC22A18,NM_001315501,509
SLC22A18AS,NM_007105,253
SLC22A2,NM_003058,555
SLC22A20,NM_001004326,349
SLC22A23,NM_015482,686
SLC22A24,NM_001136506,552
SLC22A25,NM_199352,547
SLC22A3,NM_021977,556
SLC22A31,NM_001242757,338
SLC22A4,NM_003059,551
SLC22A5,NM_001308122,581
SLC22A6,NM_004790,563
SLC22A7,NM_153320,548
SLC22A8,NM_001184732,542
SLC22A9,NM_080866,553
SLC23A1,NM_152685,602
SLC23A2,NM_005116,650
SLC23A3,NM_001144890,618
SLC24A1,NM_004727,1099
SLC24A2,NM_020344,661
SLC24A3,NM_020689,644
SLC24A4,NM_153646,622
SLC24A5,NM_205850,500
SLC25A1,NM_001256534,318
SLC25A10,NM_001270953,406
SLC25A11,NM_003562,314
SLC25A12,NM_003705,678
SLC25A13,NM_001160210,676
SLC25A14,NM_001282197,353
SLC25A15,NM_014252,301
SLC25A16,NM_152707,332
SLC25A17,NM_006358,307
SLC25A18,NM_001303484,315
SLC25A19,NM_001126121,320
SLC25A2,NM_031947,301
SLC25A20,NM_000387,301
SLC25A21,NM_030631,299
SLC25A22,NM_001191060,323
SLC25A23,NM_024103,468
SLC25A24,NM_013386,477
SLC25A25,NM_001330988,515
SLC25A26,NM_001350991,274
SLC25A27,NM_004277,323
SLC25A28,NM_031212,364
SLC25A29,NM_001039355,303
SLC25A3,NM_005888,362
SLC25A30,NM_001010875,291
SLC25A31,NM_031291,315
SLC25A32,NM_030780,315
SLC25A33,NM_032315,321
SLC25A34,NM_207348,304
SLC25A35,NM_001320870,300
SLC25A36,NM_001104647,311
SLC25A37,NM_016612,338
SLC25A38,NM_017875,304
SLC25A39,NM_001143780,359
SLC25A4,NM_001151,298
SLC25A40,NM_018843,338
SLC25A41,NM_173637,370
SLC25A42,NM_001321544,318
SLC25A43,NM_145305,341
SLC25A44,NM_001286184,322
SLC25A45,NM_182556,288
SLC25A46,NM_138773,418
SLC25A47,NM_207117,308
SLC25A48,NM_001349336,311
SLC25A5,NM_001152,298
SLC25A51,NM_033412,297
SLC25A52,NM_001034172,297
SLC25A53,NM_001012755,307
SLC25A6,NM_001636,298
SLC26A1,NM_022042,701
SLC26A10,NM_133489,563
SLC26A11,NM_001166347,606
SLC26A2,NM_000112,739
SLC26A3,NM_000111,764
SLC26A4,NM_000441,780
SLC26A5,NM_198999,744
SLC26A6,NM_022911,759
SLC26A7,NM_134266,663
SLC26A8,NM_001193476,970
SLC26A9,NM_134325,887
SLC27A1,NM_198580,646
SLC27A2,NM_003645,620
SLC27A3,NM_024330,683
SLC27A4,NM_005094,643
SLC27A5,NM_012254,690
SLC27A6,NM_001017372,619
SLC28A1,NM_001287762,649
SLC28A2,NM_004212,658
SLC28A3,NM_001199633,691
SLC29A1,NM_001304462,535
SLC29A2,NM_001300868,456
SLC29A3,NM_018344,475
SLC29A4,NM_001040661,530
SLC2A1,NM_006516,492
SLC2A10,NM_030777,541
SLC2A11,NM_001282864,535
SLC2A12,NM_145176,617
SLC2A13,NM_052885,648
SLC2A14,NM_001286237,535
SLC2A2,NM_000340,524
SLC2A3,NM_006931,496
SLC2A4,NM_001042,509
SLC2A4RG,NM_020062,387
SLC2A5,NM_001328619,501
SLC2A6,NM_017585,507
SLC2A7,NM_207420,512
SLC2A8,NM_014580,477
SLC2A9,NM_020041,540
SLC30A1,NM_021194,507
SLC30A10,NM_018713,485
SLC30A2,NM_001004434,372
SLC30A3,NM_003459,388
SLC30A4,NM_013309,429
SLC30A5,NM_022902,765
SLC30A6,NM_001193513,501
SLC30A7,NM_001144884,376
SLC30A8,NM_173851,369
SLC30A9,NM_006345,568
SLC31A1,NM_001859,190
SLC31A2,NM_001860,143
SLC32A1,NM_080552,525
SLC33A1,NM_001190992,549
SLC34A1,NM_003052,639
SLC34A2,NM_006424,690
SLC34A3,NM_001177316,599
SLC35A1,NM_006416,337
SLC35A2,NM_001282651,421
SLC35A3,NM_001271685,367
SLC35A4,NM_080670,324
SLC35A5,NM_001348905,424
SLC35B1,NM_005827,322
SLC35B2,NM_178148,432
SLC35B3,NM_001142541,401
SLC35B4,NM_032826,331
SLC35C1,NM_018389,364
SLC35C2,NM_001281458,394
SLC35D1,NM_015139,355
SLC35D2,NM_007001,337
SLC35D3,NM_001008783,416
SLC35E1,NM_024881,410
SLC35E2A,NM_182838,266
SLC35E2B,NM_001110781,405
SLC35E3,NM_018656,313
SLC35E4,NM_001001479,350
SLC35F1,NM_001029858,408
SLC35F2,NM_017515,374
SLC35F3,NM_173508,490
SLC35F4,NM_001306087,485
SLC35F5,NM_001330315,536
SLC35F6,NM_017877,371
SLC35G1,NM_001134658,365
SLC35G2,NM_001097599,412
SLC35G3,NM_152462,338
SLC35G4,NM_001282300,338
SLC35G5,NM_054028,338
SLC35G6,NM_001102614,338
SLC36A1,NM_078483,476
SLC36A2,NM_181776,483
SLC36A3,NM_001145017,511
SLC36A4,NM_152313,504
SLC37A1,NM_001320537,533
SLC37A2,NM_198277,505
SLC37A3,NM_207113,494
SLC37A4,NM_001164278,451
SLC38A1,NM_001278390,503
SLC38A10,NM_001037984,1119
SLC38A11,NM_001351537,462
SLC38A2,NM_018976,506
SLC38A3,NM_006841,504
SLC38A4,NM_001143824,547
SLC38A5,NM_033518,472
SLC38A6,NM_001172702,521
SLC38A7,NM_018231,462
SLC38A8,NM_001080442,435
SLC38A9,NM_001349382,561
SLC39A1,NM_001271957,324
SLC39A10,NM_001127257,831
SLC39A11,NM_001159770,342
SLC39A12,NM_001145195,691
SLC39A13,NM_001128225,371
SLC39A14,NM_001351657,502
SLC39A2,NM_014579,309
SLC39A3,NM_144564,314
SLC39A4,NM_130849,647
SLC39A5,NM_001135195,540
SLC39A6,NM_012319,755
SLC39A7,NM_001077516,469
SLC39A8,NM_001135146,460
SLC39A9,NM_018375,307
SLC3A1,NM_000341,685
SLC3A2,NM_001012662,631
SLC40A1,NM_014585,571
SLC41A1,NM_173854,513
SLC41A2,NM_032148,573
SLC41A3,NM_001008485,507
SLC43A1,NM_001198810,559
SLC43A2,NM_001284498,573
SLC43A3,NM_001278206,504
SLC44A1,NM_080546,657
SLC44A2,NM_020428,706
SLC44A3,NM_001114106,653
SLC44A4,NM_025257,710
SLC44A5,NM_152697,719
SLC45A1,NM_001080397,748
SLC45A2,NM_016180,530
SLC45A3,NM_033102,553
SLC45A4,NM_001286646,808
SLC46A1,NM_080669,459
SLC46A2,NM_033051,475
SLC46A3,NM_001135919,463
SLC47A1,NM_018242,570
SLC47A2,NM_152908,602
SLC48A1,NM_017842,146
SLC49A3,NM_001294341,560
SLC49A4,NM_032839,478
SLC4A1,NM_000342,911
SLC4A10,NM_001178015,1118
SLC4A11,NM_001174090,918
SLC4A1AP,NM_018158,796
SLC4A2,NM_001199692,1241
SLC4A3,NM_001326559,1259
SLC4A4,NM_001134742,1094
SLC4A5,NM_021196,1137
SLC4A7,NM_001321103,1259
SLC4A8,NM_001039960,1093
SLC4A9,NM_001258428,983
SLC50A1,NM_018845,221
SLC51A,NM_152672,340
SLC51B,NM_178859,128
SLC52A1,NM_001104577,448
SLC52A2,NM_001253815,445
SLC52A3,NM_033409,469
SLC5A1,NM_000343,664
SLC5A10,NM_152351,612
SLC5A11,NM_052944,675
SLC5A12,NM_178498,618
SLC5A2,NM_003041,672
SLC5A3,NM_006933,718
SLC5A4,NM_014227,659
SLC5A5,NM_000453,643
SLC5A6,NM_021095,635
SLC5A7,NM_001305005,580
SLC5A8,NM_145913,610
SLC5A9,NM_001135181,706
SLC66A1,NM_001040125,291
SLC66A1L,NM_001130002,135
SLC66A2,NM_025078,271
SLC66A3,NM_152391,202
SLC6A1,NM_001348250,599
SLC6A11,NM_014229,632
SLC6A12,NM_001122847,614
SLC6A13,NM_016615,602
SLC6A14,NM_007231,642
SLC6A15,NM_182767,730
SLC6A16,NM_014037,736
SLC6A17,NM_001010898,727
SLC6A18,NM_182632,628
SLC6A19,NM_001003841,634
SLC6A2,NM_001172504,628
SLC6A20,NM_020208,592
SLC6A3,NM_001044,620
SLC6A4,NM_001045,630
SLC6A5,NM_004211,797
SLC6A6,NM_001134367,721
SLC6A7,NM_014228,636
SLC6A8,NM_005629,635
SLC6A9,NM_201649,706
SLC7A1,NM_003045,629
SLC7A10,NM_019849,523
SLC7A11,NM_014331,501
SLC7A13,NM_138817,470
SLC7A14,NM_020949,771
SLC7A2,NM_001164771,698
SLC7A3,NM_001048164,619
SLC7A4,NM_004173,635
SLC7A5,NM_003486,507
SLC7A6,NM_001076785,515
SLC7A6OS,NM_032178,309
SLC7A7,NM_001126105,511
SLC7A8,NM_012244,535
SLC7A9,NM_001126335,487
SLC8A1,NM_021097,973
SLC8A2,NM_015063,921
SLC8A3,NM_183002,927
SLC8B1,NM_024959,584
SLC9A1,NM_003047,815
SLC9A2,NM_003048,812
SLC9A3,NM_004174,834
SLC9A3R1,NM_004252,358
SLC9A3R2,NM_001130012,337
SLC9A4,NM_001011552,798
SLC9A5,NM_004594,896
SLC9A6,NM_001042537,701
SLC9A7,NM_001257291,726
SLC9A8,NM_001260491,597
SLC9A9,NM_173653,645
SLC9B1,NM_139173,515
SLC9B2,NM_178833,537
SLC9C1,NM_183061,1177
SLC9C2,NM_178527,1124
SLCO1A2,NM_021094,670
SLCO1B1,NM_006446,691
SLCO1B3,NM_019844,702
SLCO1B7,NM_001009562,640
SLCO1C1,NM_001145946,730
SLCO2A1,NM_005630,643
SLCO2B1,NM_007256,709
SLCO3A1,NM_013272,710
SLCO4A1,NM_016354,722
SLCO4C1,NM_180991,724
SLCO5A1,NM_030958,848
SLCO6A1,NM_001289002,719
SLF1,NM_032290,1058
SLF2,NM_001136123,1186
SLFN11,NM_001104587,901
SLFN12,NM_001289009,578
SLFN12L,NM_001195790,588
SLFN13,NM_144682,897
SLFN14,NM_001129820,912
SLFN5,NM_144975,891
SLFNL1,NM_001168247,407
SLIRP,NM_031210,109
SLIT1,NM_003061,1534
SLIT2,NM_004787,1529
SLIT3,NM_001271946,1530
SLITRK1,NM_001281503,696
SLITRK2,NM_001144003,845
SLITRK3,NM_001318810,977
SLITRK4,NM_001184749,837
SLITRK5,NM_015567,958
SLITRK6,NM_032229,841
SLK,NM_014720,1235
SLMAP,NM_001304420,828
SLN,NM_003063,31
SLPI,NM_003064,132
SLTM,NM_024755,1034
SLU7,NM_006425,586
SLURP1,NM_020427,103
SLURP2,NM_177458,97
SLX1A,NM_001014999,275
SLX1B,NM_024044,275
SLX4,NM_032444,1834
SLX4IP,NM_001009608,408
SMAD1,NM_001003688,465
SMAD2,NM_001003652,467
SMAD3,NM_005902,425
SMAD4,NM_005359,552
SMAD6,NM_005585,496
SMAD7,NM_005904,426
SMAD9,NM_001127217,467
SMAGP,NM_001031628,97
SMAP1,NM_001044305,467
SMAP2,NM_022733,429
SMARCA1,NM_001282874,1070
SMARCA2,NM_001289396,1590
SMARCA4,NM_001128849,1679
SMARCA5,NM_003601,1052
SMARCAD1,NM_001128429,1028
SMARCAL1,NM_001127207,954
SMARCB1,NM_001317946,394
SMARCC1,NM_003074,1105
SMARCC2,NM_001330288,1245
SMARCD1,NM_003076,515
SMARCD2,NM_001098426,531
SMARCD3,NM_001003801,483
SMARCE1,NM_003079,411
SMC1A,NM_006306,1233
SMC1B,NM_148674,1235
SMC2,NM_001042550,1197
SMC3,NM_005445,1217
SMC4,NM_001002800,1288
SMC5,NM_015110,1101
SMC6,NM_001142286,1091
SMCHD1,NM_015295,2005
SMCO1,NM_001077657,214
SMCO2,NM_001145010,343
SMCO3,NM_001013698,225
SMCO4,NM_020179,59
SMCP,NM_030663,116
SMCR8,NM_144775,937
SMDT1,NM_033318,107
SMG1,NM_015092,3661
SMG5,NM_015327,1016
SMG6,NM_017575,1419
SMG7,NM_001350220,1216
SMG8,NM_018149,991
SMG9,NM_019108,520
SMIM1,NM_001163724,78
SMIM10,NM_001163438,83
SMIM10L1,NM_001271592,68
SMIM11A,NM_058182,58
SMIM11B,NM_001313692,58
SMIM12,NM_001164824,92
SMIM13,NM_001135575,91
SMIM14,NM_001317896,99
SMIM15,NM_001048249,74
SMIM17,NM_001193628,118
SMIM18,NM_001206847,95
SMIM19,NM_001135674,107
SMIM2,NM_024058,85
SMIM20,NM_001145432,67
SMIM21,NM_001037331,101
SMIM22,NM_001253791,88
SMIM23,NM_001289970,172
SMIM24,NM_001136503,130
SMIM25,NM_001278655,113
SMIM26,NM_001348957,95
SMIM27,NM_001349118,55
SMIM29,NM_001287397,139
SMIM3,NM_032947,60
SMIM32,NM_001350994,103
SMIM4,NM_001124767,70
SMIM5,NM_001162995,77
SMIM6,NM_001162997,62
SMIM7,NM_001300925,103
SMIM8,NM_001042493,97
SMIM9,NM_001162936,99
SMKR1,NM_001195243,65
SMLR1,NM_001195597,107
SMN1,NM_000344,294
SMN2,NM_017411,294
SMNDC1,NM_005871,238
SMO,NM_005631,787
SMOC1,NM_001034852,435
SMOC2,NM_022138,457
SMOX,NM_001270691,585
SMPD1,NM_000543,631
SMPD2,NM_003080,423
SMPD3,NM_018667,655
SMPD4,NM_017951,866
SMPDL3A,NM_006714,453
SMPDL3B,NM_014474,455
SMPX,NM_014332,88
SMR3A,NM_012390,134
SMR3B,NM_006685,79
SMS,NM_004595,366
SMTN,NM_001207017,1002
SMTNL1,NM_001105565,494
SMTNL2,NM_001114974,461
SMU1,NM_018225,513
SMUG1,NM_001243787,270
SMURF1,NM_020429,757
SMURF2,NM_022739,748
SMYD1,NM_198274,490
SMYD2,NM_020197,433
SMYD3,NM_001167740,428
SMYD4,NM_052928,804
SMYD5,NM_006062,418
SNAI1,NM_005985,264
SNAI2,NM_003068,268
SNAI3,NM_178310,292
SNAP23,NM_003825,211
SNAP25,NM_001322902,206
SNAP29,NM_004782,258
SNAP47,NM_053052,464
SNAP91,NM_001242792,907
SNAPC1,NM_003082,368
SNAPC2,NM_003083,334
SNAPC3,NM_001039697,411
SNAPC4,NM_003086,1469
SNAPC5,NM_001329615,98
SNAPIN,NM_012437,136
SNCA,NM_000345,140
SNCAIP,NM_001308100,1016
SNCB,NM_001001502,134
SNCG,NM_003087,127
SND1,NM_014390,910
SNED1,NM_001080437,1413
SNF8,NM_007241,258
SNIP1,NM_024700,396
SNN,NM_003498,88
SNORC,NM_001346120,145
SNPH,NM_001318234,538
SNRK,NM_001100594,765
SNRNP200,NM_014014,2136
SNRNP25,NM_024571,123
SNRNP27,NM_006857,155
SNRNP35,NM_180699,251
SNRNP40,NM_004814,357
SNRNP48,NM_152551,339
SNRNP70,NM_003089,437
SNRPA,NM_004596,282
SNRPA1,NM_003090,255
SNRPB,NM_198216,240
SNRPB2,NM_003092,225
SNRPC,NM_003093,159
SNRPD1,NM_006938,119
SNRPD2,NM_004597,118
SNRPD3,NM_001278656,126
SNRPE,NM_003094,92
SNRPF,NM_003095,86
SNRPG,NM_001317165,96
SNRPN,NM_001349454,240
SNTA1,NM_003098,505
SNTB1,NM_021021,538
SNTB2,NM_006750,540
SNTG1,NM_001287813,517
SNTG2,NM_018968,539
SNTN,NM_001348756,177
SNU13,NM_001003796,128
SNUPN,NM_001042581,360
SNURF,NM_005678,71
SNW1,NM_001318844,571
SNX1,NM_001242933,557
SNX10,NM_001318198,227
SNX11,NM_013323,270
SNX12,NM_001256185,162
SNX13,NM_001350862,968
SNX14,NM_001350532,967
SNX15,NM_013306,342
SNX16,NM_022133,344
SNX17,NM_014748,470
SNX18,NM_052870,628
SNX19,NM_014758,992
SNX2,NM_003100,519
SNX20,NM_182854,316
SNX21,NM_033421,373
SNX22,NM_024798,193
SNX24,NM_014035,169
SNX25,NM_001317781,840
SNX27,NM_001330723,541
SNX29,NM_032167,813
SNX3,NM_003795,162
SNX30,NM_001012994,437
SNX31,NM_152628,440
SNX32,NM_152760,403
SNX33,NM_153271,574
SNX4,NM_003794,450
SNX5,NM_014426,404
SNX6,NM_152233,406
SNX7,NM_015976,451
SNX8,NM_013321,465
SNX9,NM_016224,595
SOAT1,NM_003101,550
SOAT2,NM_003578,522
SOBP,NM_018013,873
SOCS1,NM_003745,211
SOCS2,NM_001270467,198
SOCS3,NM_003955,225
SOCS4,NM_080867,440
SOCS5,NM_014011,536
SOCS6,NM_004232,535
SOCS7,NM_014598,645
SOD1,NM_000454,154
SOD2,NM_000636,222
SOD3,NM_003102,240
SOGA1,NM_080627,1661
SOGA3,NM_001012279,947
SOHLH1,NM_001101677,387
SOHLH2,NM_017826,425
SON,NM_138927,2426
SORBS1,NM_001034954,1292
SORBS2,NM_001270771,1200
SORBS3,NM_005775,671
SORCS1,NM_001013031,1198
SORCS2,NM_020777,1159
SORCS3,NM_014978,1222
SORD,NM_003104,357
SORL1,NM_003105,2214
SORT1,NM_002959,831
SOS1,NM_005633,1333
SOS2,NM_006939,1332
SOST,NM_025237,213
SOSTDC1,NM_015464,206
SOWAHA,NM_175873,549
SOWAHB,NM_001029870,793
SOWAHC,NM_023016,525
SOWAHD,NM_001105576,315
SOX1,NM_005986,391
SOX10,NM_006941,466
SOX11,NM_003108,441
SOX12,NM_006943,315
SOX13,NM_005686,622
SOX14,NM_004189,240
SOX15,NM_006942,233
SOX17,NM_022454,414
SOX18,NM_018419,384
SOX2,NM_003106,317
SOX21,NM_007084,276
SOX3,NM_005634,446
SOX30,NM_178424,753
SOX4,NM_003107,474
SOX5,NM_006940,763
SOX6,NM_001145819,828
SOX7,NM_031439,388
SOX8,NM_014587,446
SOX9,NM_000346,509
SP1,NM_138473,785
SP100,NM_001080391,885
SP110,NM_080424,713
SP140,NM_007237,867
SP140L,NM_138402,580
SP2,NM_003110,613
SP3,NM_003111,781
SP4,NM_003112,784
SP5,NM_001003845,398
SP6,NM_001258248,376
SP7,NM_001173467,431
SP8,NM_182700,508
SP9,NM_001145250,484
SPA17,NM_017425,151
SPAAR,NM_001348107,75
SPACA1,NM_030960,294
SPACA3,NM_173847,215
SPACA4,NM_133498,124
SPACA7,NM_145248,195
SPACA9,NM_001316897,222
SPAG1,NM_003114,926
SPAG11A,NM_001081552,108
SPAG11B,NM_058201,133
SPAG16,NM_024532,631
SPAG17,NM_206996,2223
SPAG4,NM_003116,437
SPAG5,NM_006461,1193
SPAG6,NM_012443,509
SPAG7,NM_004890,227
SPAG8,NM_172312,501
SPAG9,NM_001130528,1321
SPAM1,NM_003117,511
SPANXC,NM_022661,97
SPANXD,NM_032417,97
SPANXN1,NM_001009614,72
SPANXN2,NM_001009615,180
SPANXN3,NM_001009609,141
SPANXN4,NM_001009613,99
SPANXN5,NM_001009616,72
SPARC,NM_001309444,341
SPARCL1,NM_001128310,664
SPART,NM_001142294,666
SPAST,NM_014946,616
SPATA1,NM_001310156,437
SPATA12,NM_181727,190
SPATA13,NM_001286792,1339
SPATA16,NM_031955,569
SPATA17,NM_138796,361
SPATA18,NM_145263,538
SPATA19,NM_001291992,167
SPATA2,NM_001135773,520
SPATA20,NM_022827,802
SPATA21,NM_198546,469
SPATA22,NM_001170695,363
SPATA24,NM_194296,205
SPATA25,NM_080608,227
SPATA2L,NM_152339,424
SPATA3,NM_139073,192
SPATA31A1,NM_001085452,1347
SPATA31A3,NM_001083124,1347
SPATA31A5,NM_001113541,1347
SPATA31A6,NM_001145196,1343
SPATA31A7,NM_015667,1347
SPATA31C1,NM_001145124,1188
SPATA31C2,NM_001166137,1134
SPATA31D1,NM_001001670,1576
SPATA31D3,NM_207416,917
SPATA31D4,NM_001145197,917
SPATA31E1,NM_178828,1445
SPATA32,NM_152343,384
SPATA33,NM_001271907,140
SPATA4,NM_144644,305
SPATA45,NM_001024601,98
SPATA46,NM_182581,261
SPATA48,NM_001161834,438
SPATA5,NM_145207,893
SPATA5L1,NM_024063,753
SPATA6,NM_019073,488
SPATA6L,NM_001039395,334
SPATA7,NM_018418,599
SPATA8,NM_173499,105
SPATA9,NM_031952,254
SPATC1,NM_198572,591
SPATC1L,NM_001142854,340
SPATS1,NM_145026,300
SPATS2,NM_001293285,545
SPATS2L,NM_001282744,588
SPC24,NM_182513,197
SPC25,NM_020675,224
SPCS1,NM_014041,102
SPCS2,NM_014752,226
SPCS3,NM_021928,180
SPDEF,NM_012391,335
SPDL1,NM_001329639,622
SPDYA,NM_001142634,313
SPDYC,NM_001008778,293
SPDYE1,NM_175064,336
SPDYE11,NM_001351349,265
SPDYE17,NM_001351351,265
SPDYE2,NM_001031618,402
SPDYE2B,NM_001166339,402
SPDYE3,NM_001004351,549
SPDYE4,NM_001128076,237
SPDYE5,NM_001306141,402
SPDYE6,NM_001146210,402
SPECC1,NM_001033553,1068
SPECC1L,NM_001145468,1117
SPEF1,NM_015417,236
SPEF2,NM_024867,1822
SPEG,NM_005876,3267
SPEGNB,NM_001286811,238
SPEM1,NM_199339,309
SPEM2,NM_175734,501
SPEN,NM_015001,3664
SPESP1,NM_145658,350
SPG11,NM_025137,2443
SPG21,NM_001127889,308
SPG7,NM_003119,795
SPHAR,NM_006542,63
SPHK1,NM_182965,470
SPHK2,NM_001204159,654
SPHKAP,NM_001142644,1700
SPI1,NM_001080547,271
SPIB,NM_003121,262
SPIC,NM_152323,248
SPICE1,NM_001331079,869
SPIDR,NM_001080394,915
SPIN1,NM_006717,262
SPIN2A,NM_019003,258
SPIN3,NM_001010862,258
SPIN4,NM_001012968,249
SPINDOC,NM_138471,381
SPINK1,NM_003122,79
SPINK13,NM_001040129,94
SPINK14,NM_001001325,97
SPINK2,NM_001271718,134
SPINK4,NM_014471,86
SPINK5,NM_001127698,1094
SPINK6,NM_001195290,80
SPINK7,NM_032566,85
SPINK8,NM_001080525,97
SPINK9,NM_001040433,86
SPINT1,NM_181642,529
SPINT2,NM_021102,252
SPINT3,NM_006652,89
SPINT4,NM_178455,99
SPIRE1,NM_001128626,756
SPIRE2,NM_032451,714
SPN,NM_001030288,400
SPNS1,NM_001142448,528
SPNS2,NM_001124758,549
SPNS3,NM_182538,512
SPO11,NM_012444,396
SPOCD1,NM_144569,1216
SPOCK1,NM_004598,439
SPOCK2,NM_001244950,424
SPOCK3,NM_016950,436
SPON2,NM_001128325,331
SPOP,NM_001007226,374
SPOPL,NM_001001664,392
SPOUT1,NM_016390,376
SPP1,NM_001251830,327
SPP2,NM_006944,211
SPPL2A,NM_032802,520
SPPL2C,NM_175882,684
SPPL3,NM_139015,384
SPR,NM_003124,261
SPRED1,NM_152594,444
SPRED2,NM_181784,418
SPRED3,NM_001042522,410
SPRN,NM_001012508,151
SPRR1A,NM_001199828,89
SPRR1B,NM_003125,89
SPRR2A,NM_005988,72
SPRR2B,NM_001017418,72
SPRR2D,NM_006945,72
SPRR2E,NM_001024209,72
SPRR2F,NM_001014450,72
SPRR2G,NM_001014291,73
SPRR3,NM_001097589,169
SPRR4,NM_173080,79
SPRTN,NM_032018,489
SPRY1,NM_001258038,319
SPRY2,NM_001318536,315
SPRY3,NM_001304990,288
SPRY4,NM_030964,322
SPRYD3,NM_032840,442
SPRYD4,NM_207344,207
SPRYD7,NM_020456,196
SPSB1,NM_025106,273
SPSB2,NM_001146316,263
SPSB3,NM_001324081,355
SPSB4,NM_080862,273
SPTA1,NM_003126,2419
SPTAN1,NM_001130438,2477
SPTB,NM_001024858,2328
SPTBN1,NM_003128,2364
SPTBN2,NM_006946,2390
SPTBN4,NM_020971,2564
SPTBN5,NM_016642,3674
SPTLC1,NM_001281303,513
SPTLC2,NM_004863,562
SPTLC3,NM_001349945,552
SPTSSA,NM_138288,71
SPTSSB,NM_001040100,76
SPTY2D1,NM_194285,685
SPX,NM_030572,116
SPZ1,NM_032567,430
SQLE,NM_003129,574
SQOR,NM_001271213,450
SQSTM1,NM_003900,440
SRA1,NM_001035235,236
SRARP,NM_178840,169
SRBD1,NM_018079,995
SRC,NM_005417,536
SRCAP,NM_006662,3230
SRCIN1,NM_025248,1183
SRD5A1,NM_001047,259
SRD5A3,NM_024592,318
SREBF1,NM_001005291,1177
SREBF2,NM_004599,1141
SREK1,NM_001077199,624
SREK1IP1,NM_173829,155
SRF,NM_003131,508
SRFBP1,NM_152546,429
SRGAP1,NM_020762,1085
SRGAP2B,NM_001330684,305
SRGAP3,NM_014850,1099
SRGN,NM_001321053,158
SRI,NM_003130,198
SRL,NM_001098814,473
SRM,NM_003132,302
SRMS,NM_080823,488
SRP14,NM_003134,136
SRP19,NM_003135,144
SRP54,NM_003136,504
SRP68,NM_014230,627
SRP72,NM_006947,671
SRP9,NM_003133,86
SRPK1,NM_003137,655
SRPK2,NM_001350740,736
SRPK3,NM_014370,567
SRPRA,NM_003139,638
SRPRB,NM_021203,271
SRPX,NM_006307,464
SRPX2,NM_014467,465
SRR,NM_021947,340
SRRD,NM_001013694,339
SRRM1,NM_001303448,916
SRRM2,NM_016333,2752
SRRM3,NM_001291831,674
SRRM4,NM_194286,611
SRRM5,NM_001145641,715
SRRT,NM_015908,876
SRSF1,NM_006924,248
SRSF10,NM_054016,262
SRSF11,NM_001350608,491
SRSF12,NM_080743,261
SRSF2,NM_001195427,221
SRSF3,NM_003017,164
SRSF4,NM_005626,494
SRSF5,NM_001039465,272
SRSF6,NM_006275,344
SRSF7,NM_001031684,238
SRSF9,NM_003769,221
SRXN1,NM_080725,137
SS18,NM_001007559,418
